perfil_id,endorsement_count,name,agrupamento
100,2,Selling Skills,Comportamento / Social
100,2,Sales,Negócios / Marketing
100,2,Sales Process,Negócios / Marketing
100,2,Social Skills,Comportamento / Social
100,1,SEO,TI / Desenvolvedor
100,1,Direct Sales,Negócios / Marketing
100,3,ERP/CRM,Gestão / Administração
100,2,Solutions Selling,Negócios / Marketing
101,25,Marketing digital,Negócios / Marketing
101,23,Sistemas operacionais,TI / Desenvolvedor
101,15,Comércio eletrônico,Negócios / Marketing
101,14,Estratégias de marketing,Negócios / Marketing
101,10,Publicidade online,Negócios / Marketing
101,8,Digital Marketing,Negócios / Marketing
101,7,Marketing,Negócios / Marketing
101,3,Online Advertising,Negócios / Marketing
102,5,Marketing,Negócios / Marketing
102,5,Gestão,Gestão / Administração
102,4,Publicidade online,Negócios / Marketing
102,3,Atendimento ao Cliente,Negócios / Marketing
102,2,Marketing digital,Negócios / Marketing
102,2,Microsoft Office,Informática / Softwares
102,2,Mídias sociais,Negócios / Marketing
102,2,Comércio eletrônico,Negócios / Marketing
102,2,Liderança,Comportamento / Social
102,2,Gestão de projetos,Gestão / Administração
102,2,Administração,Gestão / Administração
102,2,Microsoft Word,Informática / Softwares
102,2,Microsoft Excel,Informática / Softwares
103,28,Estratégias de marketing,Negócios / Marketing
103,22,Planejamento estratégico,Gestão / Administração
103,11,Publicidade online,Negócios / Marketing
103,17,Estratégia empresarial,Gestão / Administração
103,14,Negociação,Negócios / Marketing
103,10,Marketing,Negócios / Marketing
103,6,Marketing online,Negócios / Marketing
103,1,Empresas startups,Empreendedorismo
103,7,Microsoft PowerPoint,Informática / Softwares
103,3,Marketing Strategy,Negócios / Marketing
103,1,Digital Marketing,Negócios / Marketing
103,4,Business Strategy,Negócios / Marketing
103,2,Online Advertising,Negócios / Marketing
103,1,E-commerce,Negócios / Marketing
103,5,Negotiation,Negócios / Marketing
103,2,Strategic Planning,Gestão / Administração
103,5,Comércio eletrônico,Negócios / Marketing
103,6,Marketing digital,Negócios / Marketing
103,5,Liderança de equipe,Comportamento / Social
103,4,Gestão de vendas,Negócios / Marketing
103,3,Inglês,Idiomas
103,3,Consultoria de gestão,Gestão / Administração
103,3,Terceirização de serviços,Gestão / Administração
103,3,Mídias sociais,Negócios / Marketing
103,6,Estratégia,Gestão / Administração
103,2,Sales Management,Negócios / Marketing
103,2,Team Leadership,Gestão / Administração
103,1,Social Media,Negócios / Marketing
103,1,Marketing por e-mail,Negócios / Marketing
103,1,Administração,Gestão / Administração
103,2,Strategy,Gestão / Administração
103,4,Microsoft Office,Informática / Softwares
103,2,Consultoria,Gestão / Administração
103,3,Gestão,Gestão / Administração
103,2,Vendas,Negócios / Marketing
103,2,Marketing social,Negócios / Marketing
103,1,Integração,Gestão / Administração
104,8,PMO,Gestão / Administração
104,5,ITIL,TI / Desenvolvedor
104,3,Microsoft Excel,Informática / Softwares
104,2,Strategic Planning,Gestão / Administração
104,2,Business Planning,Negócios / Marketing
104,2,English,Idiomas
104,2,Team Leadership,Gestão / Administração
104,2,Operating Systems,TI / Desenvolvedor
104,1,Marketing Strategy,Negócios / Marketing
104,Não Informado,Pre-sales,Negócios / Marketing
104,Não Informado,Marketing,Negócios / Marketing
104,Não Informado,Microsoft Office,Informática / Softwares
104,Não Informado,Teamwork,Gestão / Administração
104,Não Informado,Management,Gestão / Administração
104,Não Informado,Business Strategy,Negócios / Marketing
104,Não Informado,Customer Service,Negócios / Marketing
104,Não Informado,Quality Management,Gestão / Administração
104,Não Informado,Business Intelligence,Negócios / Marketing
104,Não Informado,Sales & Marketing,Negócios / Marketing
104,Não Informado,Sports,Educação
104,Não Informado,Business Analysis,Negócios / Marketing
104,Não Informado,Data Analysis,TI / Desenvolvedor
104,Não Informado,Planning,Gestão / Administração
105,7,Python,Linguagem de Programação
105,2,Docker,Informática / Softwares
105,18,Linux,Informática / Softwares
105,Não Informado,Rancher,Informática / Softwares
105,Não Informado,Continuous Integration,Gestão / Administração
105,9,Web Development,TI / Desenvolvedor
105,7,HTML 5,Linguagem de Programação
105,17,JavaScript,Linguagem de Programação
105,4,AngularJS,Informática / Softwares
105,16,PHP,Linguagem de Programação
105,1,Silex,Informática / Softwares
105,3,Django,Informática / Softwares
105,6,PHPUnit,Informática / Softwares
105,7,CSS3,Informática / Softwares
105,4,Jasmine,Informática / Softwares
105,13,MySQL,Informática / Softwares
105,7,Apache,Informática / Softwares
105,5,front-end,TI / Desenvolvedor
105,4,jQuery,Informática / Softwares
105,7,Wordpress,
105,2,Dojo,Linguagem de Programação
105,3,Amazon S3,Informática / Softwares
105,4,Amazon EC2,Informática / Softwares
105,4,CSS,Informática / Softwares
105,5,Git,Informática / Softwares
105,1,Doctrine,Informática / Softwares
105,4,Kanban,Informática / Softwares
105,3,Scrum,Gestão / Administração
106,5,Planejamento estratégico,Gestão / Administração
106,5,Negociação,Negócios / Marketing
106,5,Liderança de equipe,Comportamento / Social
106,5,Microsoft Excel,Informática / Softwares
106,5,Gestão,Gestão / Administração
106,4,Microsoft Office,Informática / Softwares
106,4,Estratégia empresarial,Gestão / Administração
106,4,Microsoft PowerPoint,Informática / Softwares
106,4,Gestão de vendas,Negócios / Marketing
106,4,Atendimento ao Cliente,Negócios / Marketing
106,4,Vendas,Negócios / Marketing
106,3,Planejamento empresarial,Gestão / Administração
106,2,Estratégias de marketing,Negócios / Marketing
107,4,Microsoft Excel,Informática / Softwares
107,4,Salesforce.com,Negócios / Marketing
107,2,Microsoft PowerPoint,Informática / Softwares
107,2,Atendimento ao cliente,Negócios / Marketing
107,1,CRM Solve360,Gestão / Administração
107,1,Exact Sales,Negócios / Marketing
107,Não Informado,Inglês básico,Idiomas
109,54,Negociação,Negócios / Marketing
109,36,Gestão de vendas,Negócios / Marketing
109,32,Gestão,Gestão / Administração
109,24,Marketing digital,Negócios / Marketing
109,18,Estratégia empresarial,Gestão / Administração
109,17,Estratégias de marketing,Negócios / Marketing
109,13,Liderança de equipe,Comportamento / Social
109,10,Marketing,Negócios / Marketing
109,9,Vendas,Negócios / Marketing
109,8,Planejamento estratégico,Gestão / Administração
109,6,Gestão de contas,Gestão / Administração
109,6,Salesforce.com,Negócios / Marketing
109,6,Comércio eletrônico,Negócios / Marketing
109,5,Negotiation,Negócios / Marketing
109,4,Sales Management,Negócios / Marketing
109,4,Mídias sociais,Negócios / Marketing
109,3,Digital Marketing,Negócios / Marketing
109,3,Planejamento empresarial,Gestão / Administração
109,3,Management,Gestão / Administração
109,2,Social Media,Negócios / Marketing
109,2,Social Media Marketing,Negócios / Marketing
109,2,Processo de venda,Negócios / Marketing
109,2,Publicidade online,Negócios / Marketing
109,2,Marketing social,Negócios / Marketing
109,2,Computação em nuvem,Linguagem de Programação
109,1,Excel,Informática / Softwares
109,1,Windows,Informática / Softwares
109,1,Online Marketing,Negócios / Marketing
109,1,Venda de soluções de software,TI / Desenvolvedor
109,1,Operações de vendas,Negócios / Marketing
109,1,Team Leadership,Gestão / Administração
109,1,Microsoft Office,Informática / Softwares
109,1,Estratégia,Gestão / Administração
109,1,SEO (Otimização de motores de busca),TI / Desenvolvedor
109,1,Business Planning,Negócios / Marketing
109,Não Informado,Sales Management Coaching,Negócios / Marketing
109,Não Informado,Empresas startups,Empreendedorismo
109,Não Informado,Gestão de relação de clientes,Negócios / Marketing
109,Não Informado,Publicidade,Negócios / Marketing
